smokes,weight,gave_consent,ssn
yes,85.37339849422465,True,144-63-2898
no,86.62429303577355,True,432-99-4556
no,70.46457619098297,True,122-33-2416
no,64.68769690727018,True,175-60-7641
no,71.07141105130617,True,814-26-2593
no,56.49645716828159,True,007-74-0154
no,0.0,True,079-41-8913
yes,59.55439832666047,True,716-61-6861
no,54.5646293923324,True,461-78-0105
no,60000.0,True,824-34-2044
no,60000.0,True,143-78-9474
no,60000.0,True,357-95-9818
no,85.93645379806742,True,769-27-1792
no,81.06494194472114,True,756-57-8521
yes,60000.0,True,784-64-0566
no,59.1638838984252,True,515-82-3089
yes,57.78704764306734,True,852-47-9991
no,56.54747067979537,True,767-05-5456
no,58.82442344796682,True,128-32-1794
yes,79.26630086160893,True,173-85-5481
yes,60000.0,True,181-37-8877
no,62.9495646407971,True,211-05-4219
yes,75.34408781767046,True,867-71-1308
no,76.69409513291369,True,375-70-3713
no,60000.0,True,429-15-3819
yes,74.84542303120662,True,498-97-6872
no,86.81565640907084,True,800-95-5160
yes,60000.0,True,042-57-5237
no,60000.0,True,166-04-7988
yes,63.423619689567154,True,065-43-5490
no,61.301616368614084,True,048-90-5903
yes,60000.0,True,158-06-1404
no,81.02138335883119,True,431-36-1951
no,0.0,True,401-22-2838
no,60000.0,True,170-05-0744
no,60000.0,True,838-34-6359
no,59.592369443070396,True,739-75-4043
no,74.2147848851181,True,834-99-5733
no,63.131694437616204,True,548-33-2346
no,76.07639993326583,True,517-28-1644
no,61.442516033148515,True,330-29-9402
no,0.0,True,754-13-1903
no,60000.0,True,053-96-2130
no,60000.0,True,700-27-4979
yes,0.0,True,328-71-6476
no,60000.0,True,006-40-2124
no,77.96107429501451,True,089-19-2366
no,59.148904940008784,True,033-28-9262
no,71.29533878499053,True,106-53-2399
no,51.870047327048454,True,002-71-6165
yes,60000.0,True,649-89-4322
no,64.4966977023501,True,291-78-0960
yes,57.91631036367363,True,884-29-4378
yes,58.191617522270846,True,220-68-6671
yes,68.78020075394646,True,808-50-2691
no,84.44827873524076,True,695-08-1290
no,81.67244938562094,True,178-67-3369
no,57.71566816415696,True,778-06-0729
no,62.562495536897764,True,706-16-7680
yes,79.47645028657432,True,696-06-4548
no,60000.0,True,498-48-4726
no,57.3721229087604,True,386-23-9377
yes,0.0,True,190-34-3137
no,87.31582873464174,True,214-71-0821
no,60000.0,True,119-76-5385
yes,90.9359085302578,True,097-15-4360
no,84.17255015931568,True,451-36-7768
no,60.66383511362743,True,181-70-9647
no,53.48478372640061,True,790-45-7625
no,0.0,True,556-62-7236
no,66.36847719648061,True,374-31-0382
no,56.77913287258025,True,350-63-9613
no,77.21772807398987,True,354-70-2838
no,58.710931040763256,True,809-97-3737
no,60000.0,True,830-45-3005
no,58.996911400853925,True,452-21-4501
yes,62.89871006556966,True,702-58-1672
no,60000.0,True,735-17-7808
yes,56.300341244608425,True,635-49-9726
no,84.08673021965438,True,626-27-3619
yes,80.21179392214744,True,786-32-2379
no,60.32482786831158,True,867-46-4136
no,81.63501642164245,True,307-44-4954
no,0.0,True,132-59-6434
no,62.78123457224762,True,669-27-9175
yes,0.0,True,760-32-7213
yes,61.5971553286352,True,347-34-1361
no,65.2405920900021,True,628-77-9028
no,60000.0,True,889-22-4393
no,79.0802787576616,True,802-71-8762
no,60000.0,True,428-54-9718
yes,60000.0,True,034-45-8890
yes,58.893970958700294,True,391-66-6339
no,87.37750923885721,True,368-76-3780
no,81.48041863877876,True,289-90-4491
no,60000.0,True,454-13-9136
yes,60000.0,True,544-38-2978
yes,56.552340788190634,False,788-44-3930
no,0.0,True,756-78-5115
no,61.60429537033579,True,623-87-4592
yes,82.51068273731738,True,283-64-7075
yes,78.23187683354394,True,252-69-2567
no,0.0,True,170-60-8807
no,61.20087695303,True,043-53-7366
no,57.83401584088748,True,368-70-9938
no,71.13090684862051,True,564-69-4707
no,64.85272961526537,True,886-45-0188
no,65.95094958512306,True,072-91-3061
no,81.5251439680287,True,239-20-3614
no,0.0,True,037-59-7731
yes,60000.0,True,450-36-9179
yes,60000.0,True,686-10-7285
yes,57.41372682201985,True,376-16-4131
no,0.0,True,665-12-5406
yes,0.0,True,636-92-6540
yes,0.0,True,642-37-8524
no,78.79892558599255,True,780-77-5228
yes,61.1201959104328,True,586-38-9936
no,85.743535141361,True,515-90-8816
no,60.572138436505966,True,392-96-3251
no,87.71714239781156,True,462-07-6289
no,0.0,True,426-26-6370
no,87.00773617862433,True,718-15-3486
no,56.11056271789269,True,190-85-4100
yes,64.43404124548404,True,021-28-1933
no,62.03642368739556,True,436-95-3950
yes,0.0,True,877-46-5832
no,80.76187284598718,True,687-85-1247
no,73.83742728813195,True,439-54-3520
yes,85.37269662065451,True,630-11-7046
no,0.0,True,091-91-2451
no,76.65452818151972,True,612-33-5451
no,79.19176754376242,True,146-17-3535
no,60.51577722565467,True,333-77-6453
no,60000.0,True,739-62-1378
no,60000.0,True,035-41-5579
no,83.2814659566785,True,457-75-9682
no,72.22864278489102,True,596-66-0945
no,58.06574675339637,True,848-17-5836
no,59.868232224139064,True,556-53-9737
no,60000.0,True,457-43-7605
no,63.33599732423691,True,123-91-7359
no,49.68298476730273,True,103-50-7048
no,57.91242644938015,False,614-80-3756
no,60000.0,True,443-56-3801
no,60000.0,True,270-85-6124
yes,83.91222222366675,True,119-40-8177
yes,60000.0,True,307-68-0945
no,60000.0,True,237-98-2018
no,0.0,True,337-97-2627
no,0.0,True,834-64-8254
no,0.0,True,757-83-8805
no,86.36138238959758,True,007-36-4454
no,58.106145334794846,False,548-86-5092
no,75.95941372853319,True,245-26-6261
yes,82.80781146852198,True,015-88-8020
yes,75.93302514358642,True,176-11-9141
no,58.84971399651662,True,273-17-1130
yes,81.54464031074137,True,129-94-3351
yes,64.16286665265137,True,840-84-5212
no,76.83260204613171,True,201-50-8251
no,60000.0,True,251-57-7471
no,74.97061348386268,True,483-57-7496
no,78.59040721162233,True,424-25-7108
no,0.0,True,583-85-4046
no,63.034403027286466,True,424-77-6104
no,73.62706319327013,True,724-97-6061
yes,60000.0,True,726-10-8799
no,57.88248483594261,True,211-96-2564
no,74.15969883011132,True,641-14-6066
no,60000.0,True,568-79-8203
no,60000.0,True,593-01-1361
no,73.84425751664199,True,105-96-6808
no,53.625254028293874,True,348-13-5226
no,71.39760440444829,True,135-63-6221
yes,66.42770919081502,True,690-34-4616
no,72.2611586822944,True,045-86-5140
no,0.0,True,606-89-7685
no,84.590111470303,True,468-28-9834
yes,58.516534352305165,True,379-53-0883
no,60000.0,True,713-56-3368
no,60.05134055821526,True,771-88-2875
no,75.26187505436974,True,275-79-3760
no,83.05514251106497,True,415-04-7672
no,60000.0,True,535-45-9255
no,78.3213184188391,True,679-17-6756
yes,0.0,True,261-11-4685
no,82.53435032522214,True,608-32-3109
no,60.70733043966787,True,320-94-0193
no,84.92181472998445,True,333-45-1385
no,77.26369748237362,True,580-41-4695
no,60000.0,True,311-05-6851
no,60000.0,True,399-64-6592
yes,0.0,True,173-92-0094
no,0.0,True,296-30-5019
no,61.1286463162424,True,613-32-6094
no,60000.0,True,736-08-0243
no,59.28566107484202,True,850-25-8011
no,85.73806685128713,True,603-87-8046
yes,60000.0,True,016-62-2932
no,76.17805009625883,True,298-91-1688
no,75.53654667007214,True,210-44-2591
yes,77.8101693210691,True,391-90-1615
no,60000.0,True,519-01-4472
no,75.94194858685461,True,707-07-2041
no,0.0,True,357-54-3704
yes,0.0,True,755-82-0546
no,60000.0,True,711-28-5902
yes,58.939449281477444,True,577-87-8646
no,65.3265576718569,True,293-55-4901
no,82.7029667759677,True,425-15-0734
no,59.691713257579885,True,380-53-9534
yes,60000.0,True,569-57-8482
no,83.5616689968804,True,453-28-6101
no,88.62144214724144,True,683-82-0376
yes,60000.0,True,389-86-0212
no,60000.0,True,279-42-5149
no,0.0,True,613-28-9378
no,66.85265066628581,True,708-64-7980
yes,79.21265405949293,True,758-12-3331
yes,60.996317386014155,True,448-74-7839
yes,60000.0,True,639-03-1576
no,60.92398628346136,True,865-04-3286
yes,0.0,True,100-46-8213
no,0.0,True,088-92-4513
no,82.02036695067258,True,119-99-4811
no,84.464616644824,True,404-63-5344
no,0.0,True,792-87-1062
yes,61.53082076157366,True,836-67-8890
yes,60000.0,True,824-82-7974
no,60000.0,True,008-92-8320
yes,62.41196815893895,True,392-21-0110
no,60000.0,True,375-92-3869
no,60000.0,True,458-43-9580
no,57.48279100846286,False,300-41-8228
yes,64.12399039658311,True,737-64-1362
no,91.45858080958558,True,782-23-5769
no,55.02573846550087,True,179-52-0810
no,0.0,True,035-09-8042
no,0.0,True,422-40-4108
no,62.36051650775146,True,433-86-1117
no,78.92054803501225,True,067-68-4508
no,0.0,False,838-39-4136
no,56.442739074962304,True,597-91-3248
no,60.67143452456444,True,358-91-5396
yes,78.70337355707244,True,858-01-2601
yes,60000.0,True,698-04-4137
no,60000.0,True,070-47-6990
no,60000.0,True,068-92-3855
yes,75.00750612912543,True,282-83-7826
no,78.2478736498699,True,108-63-5642
no,63.36630924946114,True,186-56-7524
yes,0.0,True,577-72-1342
no,85.04594397737016,True,380-47-0144
yes,53.635590121008065,True,190-93-9864
no,60000.0,True,326-67-4294
no,61.20617311692667,True,558-95-5155
no,0.0,True,127-59-6489
no,60000.0,True,519-58-7478
no,78.60983542746094,True,121-54-0748
no,60.69768614793327,True,695-30-0522
no,86.07453503496866,True,767-28-1782
no,0.0,True,097-89-2040
no,60000.0,True,752-57-6769
no,0.0,True,746-12-9871
no,72.71726733306056,True,711-71-9173
no,0.0,True,434-92-4572
no,57.262142701457805,True,655-46-1640
no,0.0,True,006-29-8836
no,78.14226600613537,True,642-80-4052
no,60.16052096477957,True,220-08-7541
no,61.37868097949736,True,586-83-5677
no,58.83336967076393,True,807-56-2406
no,58.11958497284818,True,884-13-6805
no,59.71248709748955,True,744-88-0171
yes,73.63409993870107,True,228-71-4071
no,60000.0,True,500-47-7642
yes,55.721711625614454,True,769-42-6664
no,0.0,True,437-61-4961
yes,72.752599202165,True,449-90-0711
no,76.47369161499765,True,064-26-8976
no,56.48510105813882,True,051-76-4676
no,82.10375874653243,True,793-19-5021
yes,0.0,True,288-87-1696
no,0.0,True,797-45-9833
no,0.0,True,658-17-8628
yes,73.92343674749527,True,812-66-4887
no,61.263170246346434,True,383-98-8747
yes,0.0,True,403-90-4839
no,75.94312468922669,True,135-27-1469
yes,85.65352939104949,True,630-63-1462
yes,81.2894862091947,True,345-92-4596
yes,59.17459966010138,True,705-45-9729
yes,61.8724775861177,True,603-59-2042
no,84.7441264764091,True,299-08-6990
no,79.3917988866738,True,757-86-1104
no,67.47604106146125,True,681-43-2171
no,76.20840629018124,True,632-38-0570
no,81.80448394177157,True,537-01-8504
yes,56.33527714955161,True,843-87-4690
no,63.79613117201744,True,300-98-5170
yes,61.860394732501575,True,801-37-6778
no,81.41233391107728,True,141-20-7723
no,73.99756304936314,False,078-34-1358
yes,60000.0,True,014-20-9803
no,60.33371046967698,True,670-51-4316
yes,58.761661615533725,True,498-89-9571
yes,79.98542330804041,False,622-84-5619
no,78.91348177556469,True,743-63-3482
no,0.0,True,363-14-9949
yes,60000.0,True,644-33-2652
no,60000.0,True,481-03-2619
no,0.0,True,420-43-8633
no,54.500875459357104,True,314-14-9701
no,82.0430407376322,True,374-76-3954
yes,0.0,True,870-89-2930
no,0.0,True,651-14-7950
yes,63.73392819786277,True,858-65-2101
yes,78.53007617429003,True,793-51-7898
yes,0.0,True,005-89-5453
yes,76.4132185511539,True,248-85-3317
no,55.917393252967706,True,622-14-6996
no,60000.0,True,371-85-4083
no,79.04640038607786,True,584-02-6272
no,68.21789352291295,True,829-04-0238
no,83.67765227252711,True,328-93-0270
no,59.94031441348055,True,427-49-7308
no,77.13465822860451,True,094-11-3535
no,60000.0,True,647-15-0451
no,0.0,True,239-14-3502
yes,71.93387392090239,True,563-91-3698
no,54.915005931574484,True,268-52-9635
yes,60.156107672901605,True,766-60-6811
yes,82.50821039221007,True,142-93-6928
no,76.61756838066513,True,069-51-2350
no,79.52335469076543,True,787-39-3340
no,64.3933854165142,True,283-72-5973
no,58.389874562642426,True,333-57-0056
no,0.0,True,122-19-9367
no,57.6176399637817,True,381-14-7190
no,60000.0,True,268-30-1039
yes,62.084124428573006,True,442-54-0610
yes,78.11579879467449,True,791-65-3250
no,0.0,True,560-93-3166
yes,0.0,True,189-29-2276
no,72.97695583954149,True,760-80-6629
no,0.0,True,003-82-4871
yes,0.0,True,301-63-0465
no,78.8198111296406,True,158-81-3792
yes,73.7312205377595,True,150-58-5487
yes,61.16466860942122,True,217-04-1015
no,60000.0,True,358-96-7476
no,59.3957698015285,True,711-11-6612
yes,78.92515479183376,True,568-42-3145
yes,60000.0,True,005-28-8730
yes,60000.0,True,773-52-5756
yes,0.0,True,123-14-3553
no,60000.0,True,103-39-5981
yes,60.46400268601282,True,202-54-3423
yes,60000.0,True,896-96-3515
yes,81.94779154720858,True,809-20-1749
no,62.201940273477,True,676-65-4532
no,62.08970234229243,True,117-87-1935
no,64.04364298699727,True,820-60-3891
no,60000.0,True,373-03-8285
no,84.25674662929846,True,559-47-3857
no,0.0,True,506-58-4626
no,73.89193041410336,True,525-70-1328
yes,74.06151704344278,True,099-39-9077
yes,60.98413524321039,True,819-84-8107
no,60000.0,True,168-06-6177
no,76.93038526932067,True,843-36-0465
no,60.71847385677688,True,222-24-8413
no,60000.0,True,154-60-5557
no,56.28329586968047,True,462-43-9733
yes,60000.0,True,245-31-8292
no,81.27277597388127,True,253-78-2511
no,60000.0,True,767-89-5305
no,60000.0,True,426-23-7744
no,77.3808501992609,True,536-88-1980
no,56.58200376230924,True,899-96-5358
no,54.323050943387294,True,055-16-5981
no,85.05479261650169,True,250-98-1592
no,83.46955809630572,True,808-50-6405
no,60000.0,True,458-67-8098
no,60.466866327014436,True,595-11-4944
no,78.45530471386499,True,174-03-5769
no,61.17771787347149,True,634-63-3848
no,60000.0,True,326-87-3995
no,60000.0,True,208-18-2454
yes,55.575523751538945,True,044-99-4699
no,62.019360818338534,True,313-61-8193
no,90.48263778180231,True,891-98-0057
yes,0.0,True,405-78-1469
no,53.59980847325689,True,421-32-7493
no,60.74289261365318,True,027-80-3553
no,80.70886848525534,True,575-70-8951
yes,56.42053272106136,True,245-16-9209
no,60000.0,True,461-58-1025
no,0.0,True,363-76-1837
no,79.72680850807292,True,152-59-0219
no,77.70597115253732,True,532-84-6209
no,0.0,True,677-61-5130
yes,0.0,True,597-94-2236
no,76.27638904704504,True,158-03-9985
no,65.92074674335183,True,676-97-1802
no,66.04836653702979,True,045-32-0881
no,60000.0,True,178-46-1092
yes,55.61302929367392,True,177-91-6067
no,60000.0,True,310-28-0396
no,0.0,True,479-04-9296
yes,0.0,True,512-57-3968
no,0.0,True,195-65-3087
yes,0.0,True,711-93-1055
yes,80.85652212144404,True,832-65-4393
yes,0.0,True,752-81-4313
no,78.76150093591393,True,479-84-3554
no,55.874237116447745,True,655-85-1370
no,0.0,True,682-76-3872
no,57.199175091400505,True,695-82-4513
no,60000.0,True,761-27-7612
yes,54.04918984649674,True,548-91-8200
no,60000.0,True,126-25-3935
no,57.415941379148926,True,852-03-4238
no,87.21750363680738,True,178-05-3461
yes,78.42632723130309,True,859-91-9830
no,60000.0,True,512-80-4633
no,0.0,True,854-84-1707
no,73.02689587173624,True,035-79-2331
no,77.03992264768557,True,769-20-1612
yes,64.69293209004798,True,413-53-3881
yes,82.10973464653398,True,839-82-2360
no,60.55769158501346,True,274-67-0742
no,0.0,True,701-45-5391
no,0.0,True,073-66-6911
no,61.21388011698728,True,147-24-8381
no,80.5447738578563,True,644-47-7124
no,60000.0,True,520-04-6845
no,63.91862160683237,True,249-07-9348
yes,58.31684183019166,True,014-02-5470
no,57.78441312102316,True,747-03-2530
no,56.11856876370648,True,727-65-7956
no,65.65265210563908,True,314-88-1856
no,77.34113354908723,True,670-43-4594
no,60.2925472933014,True,080-92-3131
no,75.31929831404076,True,679-13-6628
no,65.02345013273556,True,628-26-6274
no,82.11669663072706,True,831-87-2362
yes,0.0,True,809-88-9870
no,60000.0,True,196-09-4669
yes,68.24278496873225,True,815-15-8733
yes,59.75786674880887,True,308-33-2401
yes,60000.0,True,518-97-6630
no,59.74442444767771,True,784-30-7986
no,78.54719572743885,True,362-26-7913
yes,0.0,True,137-99-7284
no,59.027407984721336,True,787-72-6964
no,83.31921643898926,True,690-68-7776
no,0.0,True,864-14-7783
yes,61.60316740755447,True,435-85-5650
yes,57.512492325758785,True,512-26-8172
no,60.75494331146667,True,264-92-0358
no,0.0,True,105-23-9618
no,79.34926609796744,True,781-49-3829
no,80.0318124479185,True,713-75-4204
yes,62.60009258924958,True,723-62-7237
no,76.27174662609745,True,170-68-3531
no,78.83367612483273,True,311-37-6984
no,60000.0,True,073-86-2445
no,64.06021327617795,True,818-97-2026
no,60000.0,True,116-73-1169
yes,55.564834295417114,True,693-04-8391
no,60000.0,True,788-10-5402
no,60000.0,True,059-17-5910
no,60000.0,True,319-12-1830
yes,86.49899293618573,True,085-66-0260
no,85.92023872329246,True,492-86-0430
yes,55.490132539868675,True,260-04-2248
no,60000.0,True,446-11-2647
yes,77.16107850353256,True,679-58-4672
no,60000.0,True,135-41-4539
no,60000.0,True,415-06-9024
no,0.0,True,287-23-8209
no,0.0,True,504-29-0675
no,80.78507465625765,True,266-21-0726
no,59.047544958976864,True,138-41-2944
no,60000.0,True,455-43-7904
no,78.15742113497906,True,099-34-4418
yes,60000.0,True,310-82-3744
no,56.8593414714906,True,786-49-0022
no,57.55822840244953,True,457-70-6698
no,65.70664168188692,True,230-48-4538
yes,59.591720820064296,True,824-65-9667
yes,0.0,True,881-71-2958
no,77.23865612155926,True,820-39-6113
no,80.66960554662755,True,503-05-7723
no,58.01355604887081,True,135-86-6605
no,0.0,True,178-51-6875
no,75.48250501630054,True,866-75-8196
yes,79.8589684625249,True,468-57-7741
no,0.0,True,383-26-6941
no,54.734846568716094,True,848-84-1876
no,74.11229394345416,True,221-19-6130
no,0.0,True,114-45-3446
no,80.7905614865081,True,885-72-4383
no,60000.0,True,270-20-1562
no,74.53407827472417,True,147-81-1324
no,60000.0,True,003-73-1749
no,71.65656359799972,True,461-37-6723
no,77.7563902823982,True,782-69-4883
no,60000.0,True,831-75-8872
no,0.0,True,098-83-0951
yes,60000.0,True,262-71-6036
no,82.49205314711794,True,530-41-9576
no,54.139390680737826,True,025-89-6609
no,65.08029780270982,True,171-86-8899
no,63.449012583824384,True,617-37-1128
yes,79.75105027335114,True,177-84-5011
no,59.28876813448145,True,154-54-1164
yes,91.27897899648092,True,547-88-2388
no,0.0,True,276-08-3831
no,65.25511642074626,True,231-89-7373
no,60000.0,True,784-05-2817
no,60000.0,True,589-01-1835
yes,78.53740213469324,True,811-11-5071
no,60000.0,True,390-49-8759
no,62.36654054728222,True,148-58-8309
no,77.2899093213762,True,547-99-0797
no,60000.0,True,722-15-1806
yes,60000.0,True,736-13-9258
no,60000.0,True,541-61-1711
no,0.0,True,178-02-9364
no,60000.0,True,615-88-1963
yes,0.0,True,367-29-9633
no,79.14000472396293,True,579-71-7936
no,0.0,True,254-36-5381
no,61.297340247371324,True,182-29-5231
yes,0.0,True,390-34-1860
no,60000.0,True,704-89-8458
yes,81.96938421470198,True,833-01-8536
no,0.0,True,311-05-5291
no,60.1709856729351,True,442-55-9192
no,60000.0,True,856-09-2463
no,86.49918421294797,True,891-25-9405
yes,60000.0,True,615-64-5621
no,0.0,False,873-31-8106
no,59.776004012808336,True,826-12-4253
yes,60000.0,True,577-42-0298
yes,78.13517217916568,True,301-35-9668
no,59.40240494132271,True,809-56-4077
yes,60000.0,True,076-59-6206
yes,60000.0,True,625-50-1347
no,0.0,True,673-11-0758
no,80.73863722657661,True,243-40-9714
no,0.0,True,653-28-5084
no,78.70225620245951,True,895-28-8737
no,60000.0,True,728-47-3538
yes,60000.0,True,378-46-3808
no,69.7488585739883,True,082-50-6998
no,60000.0,True,860-05-4600
no,0.0,True,776-65-4287
no,60000.0,True,263-89-0754
no,62.58655381194419,True,230-61-6869
no,81.6879913433506,True,760-11-9887
no,61.598830654449564,True,481-81-9516
yes,0.0,True,003-10-7923
no,54.88703372413848,True,807-41-8816
no,61.395992365149844,True,036-75-9940
no,60000.0,True,811-38-0327
yes,60000.0,True,717-71-8353
no,78.71262410985412,True,552-07-8387
no,58.84857109755739,True,527-49-8266
no,83.29739150776749,True,533-57-9612
no,60000.0,False,188-83-2310
no,73.86616477685601,True,106-05-6079
no,59.279888020051686,True,892-02-3350
no,69.03894479953415,True,885-56-9927
no,60000.0,True,191-18-5207
no,60000.0,True,494-51-2816
yes,0.0,True,574-90-4172
yes,83.21751928919262,True,418-92-3043
no,57.76833424256501,True,862-99-1099
yes,56.26359256779728,True,010-97-9696
yes,60000.0,True,679-80-7611
no,60000.0,True,648-62-0762
no,59.58031461082496,True,522-84-3906
no,81.05887939757925,True,867-93-0251
no,56.51055320826787,True,665-10-3749
no,0.0,True,554-64-8894
yes,60000.0,True,150-05-0201
yes,89.74031529923705,True,746-64-8243
no,55.789484127824174,True,657-75-5390
no,62.78790576489963,True,236-05-2159
no,60000.0,True,513-27-9569
no,60000.0,True,728-76-5433
no,72.23116406682053,True,588-38-9678
yes,83.0969876029781,True,168-04-7012
yes,84.64916891855182,True,697-66-6120
yes,0.0,True,413-21-9203
no,75.44983310757884,True,591-83-2213
yes,60000.0,True,114-75-9174
no,60000.0,False,108-41-1761
no,60000.0,False,468-58-8834
no,0.0,True,219-09-6386
no,57.049966393414934,True,563-52-7392
no,60000.0,True,772-09-3626
no,82.06865895685377,True,434-08-7913
no,65.28963139466934,True,356-09-5399
yes,80.46588315571655,True,638-50-7708
yes,60000.0,True,302-75-5422
no,88.4919044982073,True,668-85-2470
no,63.3170533185813,True,197-76-2510
yes,61.579055379806384,True,876-62-1318
no,63.10880896432656,True,341-98-0122
yes,87.4382519280562,True,069-55-6173
yes,60000.0,True,231-87-8042
no,80.1475766226831,True,719-58-5092
no,85.02023872039273,True,375-97-5769
no,85.77711218822458,False,109-42-6142
no,60000.0,True,890-53-4149
yes,77.87455081063455,True,728-64-0040
no,56.62982453878596,True,049-68-9718
no,0.0,True,230-98-1043
no,0.0,True,872-49-1460
no,60.903157370002475,True,690-94-4761
no,85.61194283434253,True,791-99-8029
no,80.95002993321923,True,470-49-7943
no,64.01613687608739,True,319-94-3135
no,0.0,True,404-56-5070
no,0.0,True,757-93-3111
no,65.14566752378043,True,724-10-6923
no,60000.0,True,127-42-9307
yes,0.0,True,402-73-2707
no,0.0,True,601-80-4468
no,60000.0,True,131-11-9852
no,60000.0,True,450-45-9769
no,0.0,True,145-32-8307
no,56.79721880884396,True,513-72-3318
no,69.89051104105376,True,614-06-5418
yes,87.23294114520593,True,776-92-9371
no,60000.0,True,711-28-9967
no,82.3525457622052,True,103-83-3921
no,60000.0,True,827-01-1064
no,63.808045092827165,True,085-11-8908
no,57.03068862426528,True,793-22-6795
yes,0.0,False,757-69-6825
no,56.62085875246072,True,727-17-2595
no,62.45980955301302,True,872-99-1710
no,60.344838335418345,True,447-98-5088
yes,85.88213560223755,True,054-42-3755
no,61.16624490217055,True,008-41-4334
no,60.02195542887526,True,667-30-6346
yes,86.58337233285457,True,490-07-6017
no,83.98763895967866,True,667-53-4531
no,77.68430801343386,True,720-05-5203
no,80.84680721061801,True,765-13-6039
no,61.7110150858758,True,734-28-7369
yes,0.0,False,897-60-8220
yes,61.01509421405529,True,558-36-1288
no,74.7205104459157,True,052-71-7749
yes,0.0,True,122-35-0953
no,0.0,True,224-22-2670
yes,60000.0,True,189-88-5802
yes,75.78119752072597,True,257-38-0927
yes,82.91753359877228,True,068-68-3769
no,60000.0,True,809-27-9877
yes,87.53587002690088,True,845-33-9581
no,60000.0,True,424-37-2681
yes,79.4221578223021,True,182-29-9347
no,58.00409310848399,True,695-43-9824
no,78.396490963348,True,777-06-0647
yes,60000.0,True,876-07-5059
no,60000.0,True,552-37-1366
yes,56.68192498461296,True,112-83-1928
no,56.7040491408507,True,584-91-8699
no,81.73414402154444,True,293-43-1718
yes,81.46813593516951,True,584-34-3837
no,78.76848472146635,True,026-09-9528
no,79.6840600441102,True,840-12-1850
no,82.90558687643687,True,755-88-8860
no,60000.0,True,035-87-1626
yes,0.0,True,899-46-8426
no,62.569847982322564,True,501-50-8200
no,60000.0,True,766-38-8369
no,0.0,True,865-68-2044
no,65.08610970639751,True,534-35-9607
no,0.0,True,576-84-3772
no,57.546779130103076,True,500-72-6445
no,64.54061130594951,True,283-62-0458
no,78.00421459381919,True,198-26-3434
yes,0.0,True,371-37-8038
no,60000.0,True,818-71-6937
no,75.1440754041671,True,448-62-9676
no,90.64566146010802,True,839-24-8669
no,67.87396410120003,True,763-71-1006
no,76.61805152808334,True,576-58-1289
yes,84.04326988741059,True,681-67-1437
no,0.0,True,500-22-7358
no,83.64031564750611,True,856-58-7563
yes,64.55086498469431,True,778-08-7912
no,74.40693836036333,True,592-90-9900
no,63.717824628980885,True,122-27-3007
no,60000.0,True,417-29-3864
no,76.08349481415357,True,775-69-1650
no,60000.0,True,158-45-3996
no,51.200092317483396,True,092-56-5247
yes,59.430314171255944,True,614-06-9470
no,60000.0,True,725-16-5762
no,60000.0,True,198-24-5016
no,62.62405627124235,True,022-17-9092
no,80.28133704420917,True,094-86-0343
no,60.93148308025561,True,578-09-2846
yes,88.26403348699192,True,168-76-9637
no,82.96881857909031,True,025-15-6153
no,60000.0,True,415-78-6527
no,59.683204388215565,True,177-63-6018
no,79.92045964681442,True,232-30-0527
no,0.0,True,622-73-2901
yes,63.8290426504078,True,025-59-8119
no,81.54143688798958,True,613-31-8558
no,81.09941981277089,True,627-73-2085
no,73.97904340916052,True,104-40-0896
yes,78.98408786032277,True,593-55-7462
no,55.97371367080745,True,181-90-4917
no,76.78218397113767,True,894-98-6867
no,0.0,True,341-22-3396
no,83.86663866194228,True,879-90-3610
yes,56.80218106598749,True,402-49-5829
no,0.0,True,157-81-6349
no,75.78173399116773,True,866-99-9781
no,0.0,True,029-42-5880
no,81.3402530988428,True,613-91-1550
no,55.62973292466062,True,886-64-0357
no,80.97567959177852,True,599-50-3553
no,0.0,True,257-24-6522
no,79.5526714274333,True,417-78-5967
no,62.035865822257115,True,819-96-1419
no,84.53535413871653,True,612-33-7503
yes,0.0,True,119-78-5517
no,0.0,True,703-80-9152
yes,60000.0,True,797-44-5876
no,58.64862220358001,True,584-65-7372
no,55.945778617368966,True,708-86-2982
no,62.13893442255397,True,351-15-4688
no,88.96253501495762,True,778-69-5821
no,57.28160912974633,True,863-89-6244
no,59.938804129852336,True,636-75-3048
no,80.05379027439395,True,739-31-3896
yes,60000.0,True,512-64-4217
no,60.44830303310149,True,068-43-4711
yes,64.1964607661627,True,515-54-2797
no,77.29695440679681,True,020-11-1533
no,0.0,True,601-49-1257
no,60.092552089772646,True,128-74-9429
no,0.0,True,214-69-9123
no,60000.0,True,380-12-1590
yes,61.525173460722065,True,615-03-8235
no,61.385532775716,True,492-45-9323
no,61.56364705577905,True,895-44-8702
no,60000.0,True,558-38-7969
no,76.18097177406587,True,618-22-0155
yes,75.09384965844215,True,609-73-6336
no,0.0,True,115-14-3569
no,62.6464575608206,True,893-54-0883
no,80.71557982026225,True,130-65-7735
no,64.79782342996447,True,039-48-5705
no,78.54546855777735,True,687-73-3785
no,56.330987569434996,True,697-02-1871
no,60000.0,True,370-31-1056
no,77.60770988222218,True,171-78-3632
no,72.89312368140958,True,733-37-9002
no,77.68719941923514,True,746-19-1887
yes,62.42608015112918,True,776-77-8131
no,60000.0,True,181-42-3923
no,60.5681784333691,True,731-85-1609
no,59.0950309315678,True,852-68-8375
no,0.0,True,883-51-7383
