notes,has_complication,ssn,hospital
normal risk,False,111-70-4169,AK
normal risk,True,563-13-7011,AR
high risk,False,407-43-4494,AR
high risk,True,485-79-9816,AR
normal risk,False,631-88-4803,AK
normal risk,False,884-69-5930,AR
high risk,False,758-90-1733,AK
high risk,True,216-89-6048,AR
normal risk,True,579-52-5986,AL
high risk,True,533-11-5318,AK
normal risk,True,571-83-7827,AK
high risk,False,508-03-5301,AR
high risk,True,458-49-2986,AK
high risk,True,348-17-4076,AL
high risk,False,672-39-3950,AK
high risk,False,386-18-6260,AL
high risk,False,257-81-4985,AL
high risk,False,392-92-6126,AK
high risk,False,826-74-9183,AK
normal risk,False,897-57-8415,AZ
high risk,False,504-79-1945,AR
high risk,False,403-91-1207,AL
high risk,False,289-57-3615,AR
high risk,False,852-13-3684,AK
normal risk,False,806-32-5749,AL
high risk,False,163-14-2486,AK
high risk,False,395-79-6014,AR
normal risk,False,558-97-9883,AL
high risk,False,713-12-5262,AL
high risk,True,449-71-7724,AZ
normal risk,True,076-17-5540,AL
high risk,False,023-94-4563,AK
high risk,False,543-43-8380,AL
high risk,True,874-23-4249,AK
high risk,False,010-73-7338,AK
high risk,False,886-76-4546,AK
normal risk,False,419-27-1895,AZ
high risk,False,281-63-5729,AK
high risk,False,080-66-6604,AL
high risk,False,133-68-0142,AZ
high risk,False,768-49-2412,AZ
high risk,True,019-97-3290,AK
normal risk,False,055-44-0050,AR
high risk,True,025-07-2299,AZ
high risk,False,759-15-6962,AK
high risk,False,290-16-6305,AK
high risk,False,290-74-3930,AZ
normal risk,False,369-12-0385,AK
normal risk,False,753-95-5901,AZ
high risk,False,755-46-0835,AL
high risk,False,186-09-3399,AZ
normal risk,False,489-73-7999,AK
high risk,False,429-84-2751,AZ
high risk,False,722-11-5680,AZ
high risk,True,793-64-0886,AR
high risk,False,174-31-9270,AL
high risk,False,897-47-5108,AZ
high risk,False,150-46-4798,AZ
normal risk,False,391-48-7009,AZ
high risk,False,377-88-8112,AR
high risk,True,311-56-5082,AK
high risk,False,532-93-8803,AK
normal risk,True,454-22-6627,AL
normal risk,False,605-89-0044,AZ
high risk,True,100-49-3877,AK
high risk,False,274-29-0249,AR
high risk,False,686-95-6079,AK
high risk,True,455-53-9193,AL
high risk,False,622-21-8068,AZ
high risk,False,106-60-3711,AK
normal risk,False,340-03-6366,AR
high risk,False,732-17-1287,AK
high risk,False,112-72-5521,AZ
normal risk,True,087-84-1802,AZ
normal risk,False,323-90-5463,AZ
high risk,True,677-78-0496,AR
normal risk,True,764-01-4213,AZ
high risk,False,237-09-9765,AZ
high risk,True,458-55-0313,AZ
high risk,False,267-23-6553,AL
normal risk,False,474-38-4558,AR
high risk,False,678-91-5534,AK
normal risk,True,516-23-2127,AZ
high risk,False,309-48-1996,AZ
high risk,False,645-19-9614,AZ
high risk,True,148-65-3858,AL
normal risk,True,780-97-7835,AK
high risk,True,700-80-4253,AL
normal risk,False,762-45-9092,AR
high risk,False,160-10-6627,AR
high risk,False,369-90-0289,AZ
high risk,False,599-45-6799,AK
normal risk,False,761-08-9245,AK
normal risk,True,089-02-1673,AL
high risk,False,313-02-1571,AR
normal risk,False,244-58-1903,AL
normal risk,True,142-96-8032,AK
high risk,False,147-65-5045,AZ
normal risk,False,898-85-0886,AK
normal risk,False,406-18-0813,AK
high risk,False,605-58-8329,AK
normal risk,False,110-56-1515,AR
normal risk,False,079-17-6721,AR
high risk,False,700-63-3885,AL
high risk,False,023-20-4659,AK
high risk,True,659-20-6970,AZ
high risk,False,037-59-9722,AK
normal risk,True,704-60-4454,AK
normal risk,False,406-28-0582,AL
high risk,False,138-18-1487,AZ
high risk,False,030-86-7772,AR
normal risk,False,231-11-6576,AZ
high risk,False,494-22-5756,AL
high risk,False,442-37-0446,AL
normal risk,False,748-04-0488,AZ
high risk,True,509-03-2350,AZ
high risk,False,102-82-2249,AZ
high risk,False,895-58-5092,AZ
high risk,False,532-30-9784,AZ
high risk,False,106-73-5573,AR
high risk,False,764-89-3230,AR
normal risk,False,699-05-9782,AL
high risk,False,203-70-8523,AK
normal risk,False,438-32-8469,AL
high risk,False,164-95-2998,AR
normal risk,False,409-17-0889,AL
high risk,False,721-25-9196,AZ
high risk,True,745-35-6990,AL
high risk,False,034-10-2970,AL
high risk,False,584-16-5867,AL
high risk,False,196-58-3591,AR
high risk,False,441-78-7253,AR
high risk,False,331-06-7802,AK
normal risk,False,669-42-3247,AL
high risk,True,328-56-4399,AR
high risk,False,314-50-0309,AR
high risk,False,397-99-8881,AK
high risk,False,631-87-2048,AK
normal risk,True,551-02-7369,AR
high risk,False,129-40-8435,AK
normal risk,False,105-45-6633,AL
high risk,True,781-06-8821,AZ
high risk,False,039-12-9875,AK
high risk,True,761-08-4197,AK
high risk,False,198-37-3758,AZ
normal risk,False,085-45-8736,AK
high risk,False,159-32-7073,AZ
high risk,True,754-43-4059,AK
high risk,False,226-95-7023,AK
high risk,False,862-03-6873,AL
normal risk,True,806-72-3360,AL
high risk,False,067-44-5447,AK
high risk,False,032-98-7532,AK
normal risk,False,166-73-1633,AR
high risk,False,059-10-9406,AZ
normal risk,False,255-64-5522,AR
high risk,False,857-96-6433,AZ
normal risk,True,587-41-4431,AR
high risk,True,052-32-9755,AZ
high risk,False,636-34-2890,AR
high risk,False,430-44-4354,AL
high risk,False,702-68-6979,AZ
normal risk,False,671-92-6072,AK
high risk,False,745-24-4999,AL
normal risk,False,391-36-2488,AL
normal risk,False,217-98-5736,AK
high risk,False,361-66-1948,AZ
high risk,False,179-76-5885,AZ
high risk,True,717-58-6690,AK
high risk,False,090-16-2844,AR
high risk,False,243-84-4504,AR
normal risk,False,398-11-1310,AL
normal risk,False,070-04-5567,AK
high risk,False,611-91-1899,AL
high risk,False,278-22-0932,AR
high risk,False,309-83-8029,AR
normal risk,True,842-61-3079,AZ
high risk,True,047-41-3965,AL
high risk,False,140-39-7917,AR
high risk,False,277-30-2115,AL
normal risk,False,135-04-6566,AK
high risk,False,628-27-2248,AK
high risk,False,515-75-2175,AK
high risk,True,450-35-3227,AZ
high risk,True,234-15-5377,AK
high risk,False,300-58-8204,AL
normal risk,True,762-39-2628,AZ
high risk,False,079-68-2500,AK
high risk,False,525-30-6892,AK
normal risk,False,511-16-6018,AR
normal risk,True,286-86-7485,AZ
high risk,False,875-02-1635,AZ
high risk,False,808-22-8032,AL
high risk,False,860-19-4783,AR
high risk,False,857-37-7274,AK
normal risk,True,475-42-4374,AK
high risk,False,137-78-3775,AR
normal risk,False,246-41-4530,AL
high risk,False,572-02-1113,AL
high risk,False,028-45-6747,AZ
high risk,True,443-16-8259,AR
normal risk,False,191-55-9551,AK
high risk,False,811-83-5700,AK
high risk,False,566-74-5101,AK
high risk,False,045-45-9621,AR
normal risk,False,556-19-8525,AZ
high risk,False,511-05-9118,AK
normal risk,False,026-95-5274,AK
high risk,False,316-36-5709,AL
high risk,False,723-51-3763,AK
normal risk,False,524-06-7380,AZ
high risk,False,213-15-2881,AZ
high risk,False,556-82-8701,AR
high risk,False,855-63-6361,AZ
high risk,False,054-90-4502,AZ
high risk,True,572-33-7405,AZ
high risk,True,484-80-6560,AL
high risk,False,479-07-2539,AK
high risk,True,010-84-6130,AZ
high risk,False,591-36-3740,AL
high risk,False,231-24-3030,AK
high risk,False,588-82-9705,AR
high risk,False,580-41-0434,AK
normal risk,False,803-74-9101,AK
high risk,False,753-01-4720,AL
high risk,True,741-93-6091,AK
normal risk,True,167-87-8303,AK
high risk,True,856-12-7175,AZ
high risk,True,445-51-3545,AL
high risk,False,433-45-2614,AR
high risk,True,108-52-9969,AK
high risk,False,102-94-6909,AZ
high risk,False,009-80-0232,AZ
high risk,True,389-42-5760,AL
high risk,False,268-31-8970,AZ
high risk,False,826-75-0720,AR
normal risk,False,674-63-3008,AZ
high risk,False,336-40-5811,AZ
high risk,False,803-87-3634,AL
high risk,False,773-94-2133,AR
normal risk,True,143-77-0216,AL
normal risk,False,500-64-6821,AK
high risk,False,162-53-3393,AL
high risk,False,070-15-6810,AL
high risk,True,619-79-2414,AL
high risk,True,503-40-4171,AZ
high risk,False,784-20-8547,AL
high risk,True,818-20-6027,AR
normal risk,True,246-51-3782,AZ
normal risk,True,732-68-8689,AR
high risk,True,394-66-2154,AL
high risk,False,738-55-9359,AK
high risk,False,495-08-0007,AR
normal risk,False,333-28-4518,AR
high risk,False,520-24-8752,AR
normal risk,False,077-19-2037,AL
high risk,False,804-33-0141,AZ
high risk,False,885-09-4668,AK
high risk,False,148-55-4291,AZ
high risk,False,578-66-3614,AR
normal risk,False,646-16-5047,AR
high risk,False,135-52-2949,AL
normal risk,False,486-34-9816,AR
normal risk,True,795-18-7985,AK
high risk,False,200-56-0385,AL
high risk,False,539-87-6465,AL
high risk,True,131-24-8215,AZ
high risk,False,681-84-4367,AZ
normal risk,True,347-68-8449,AR
normal risk,False,356-70-2333,AK
high risk,False,514-73-4999,AR
high risk,True,898-25-8210,AK
high risk,True,754-34-4866,AZ
high risk,True,419-07-7363,AR
high risk,False,511-78-0612,AL
high risk,True,683-19-9457,AK
high risk,False,699-66-8308,AR
high risk,False,646-28-6654,AK
high risk,False,881-14-0044,AR
high risk,False,294-85-9122,AL
high risk,True,416-19-3515,AZ
high risk,False,081-91-1271,AL
high risk,False,133-85-6729,AL
high risk,True,410-56-5632,AL
high risk,False,224-80-9898,AR
normal risk,False,847-51-5070,AZ
high risk,False,258-23-8479,AR
high risk,True,685-12-2339,AK
high risk,False,270-04-8947,AZ
high risk,False,049-62-1626,AL
high risk,False,323-20-4733,AR
high risk,False,891-78-4786,AL
high risk,False,027-10-7448,AK
high risk,False,393-77-3000,AK
high risk,True,776-15-4541,AK
high risk,False,705-05-2808,AL
high risk,False,416-66-0073,AK
normal risk,False,114-69-1649,AL
high risk,False,243-58-3344,AL
high risk,False,018-92-8257,AL
high risk,False,836-35-9227,AZ
normal risk,True,725-93-2493,AR
high risk,False,330-10-5378,AR
normal risk,False,839-55-4719,AL
high risk,False,784-39-3163,AZ
high risk,False,530-60-4655,AK
high risk,True,508-25-3643,AR
high risk,False,743-68-4642,AZ
normal risk,False,030-01-1036,AK
high risk,False,058-74-1767,AK
high risk,False,263-83-4881,AR
normal risk,False,566-90-1566,AL
high risk,False,181-56-6439,AK
high risk,False,770-79-7471,AR
normal risk,False,278-86-8860,AL
high risk,True,571-72-7768,AK
high risk,False,368-05-2742,AL
normal risk,False,145-12-5570,AL
high risk,False,155-73-0330,AK
normal risk,False,367-53-3653,AR
normal risk,True,456-02-3967,AK
high risk,True,208-94-4928,AR
normal risk,False,251-80-8284,AR
high risk,False,156-12-5490,AR
high risk,True,247-15-4858,AR
high risk,False,605-61-6482,AL
high risk,False,664-04-7351,AK
high risk,False,348-25-6854,AL
high risk,True,656-84-3047,AK
high risk,False,055-38-0201,AK
high risk,True,356-77-1739,AZ
normal risk,False,574-26-6153,AR
high risk,False,344-90-2912,AK
high risk,False,015-39-0287,AK
high risk,False,512-66-5526,AZ
high risk,True,005-22-1048,AZ
normal risk,False,026-87-6200,AZ
high risk,True,009-51-4202,AZ
normal risk,False,388-33-8232,AL
normal risk,False,424-06-0204,AR
high risk,False,010-49-5387,AK
high risk,False,756-78-4218,AL
high risk,False,361-27-8042,AL
high risk,True,301-44-6436,AK
normal risk,False,082-01-7849,AK
normal risk,False,276-06-0204,AZ
high risk,False,278-29-8089,AZ
high risk,False,257-83-7301,AZ
high risk,False,114-15-4751,AR
high risk,False,395-73-5438,AL
normal risk,True,759-33-8347,AK
high risk,False,400-47-4897,AL
high risk,False,318-13-4737,AZ
high risk,False,406-79-1501,AR
high risk,False,160-90-1708,AR
high risk,False,363-91-4622,AK
high risk,True,338-03-4532,AL
normal risk,False,126-72-2743,AZ
high risk,False,386-31-4228,AZ
normal risk,True,348-05-5827,AL
normal risk,False,457-36-4241,AR
high risk,False,466-62-1600,AR
high risk,False,588-59-5262,AR
normal risk,True,120-25-3816,AK
high risk,False,179-93-4903,AZ
normal risk,False,093-33-2503,AZ
high risk,False,465-89-4253,AK
normal risk,False,278-92-3741,AR
high risk,False,629-02-5237,AL
normal risk,False,366-97-7467,AL
high risk,True,117-99-7392,AR
high risk,False,234-43-5406,AK
normal risk,False,259-04-5151,AZ
high risk,False,629-56-4016,AR
high risk,False,528-56-3922,AK
normal risk,False,199-52-4678,AR
high risk,False,330-80-2657,AR
normal risk,False,525-24-1112,AK
high risk,False,038-82-9108,AK
normal risk,False,769-22-4942,AR
normal risk,False,045-54-5975,AK
normal risk,False,840-71-9032,AR
high risk,True,225-56-6849,AR
normal risk,False,708-09-2999,AL
high risk,True,631-43-8018,AK
high risk,False,312-20-2204,AZ
high risk,False,473-72-2298,AK
high risk,False,885-47-3836,AZ
high risk,True,453-74-4430,AZ
high risk,False,296-40-6502,AR
high risk,False,067-98-8277,AK
high risk,False,529-69-3332,AZ
high risk,False,520-11-1393,AL
high risk,False,013-85-1188,AL
high risk,False,152-99-7428,AZ
high risk,True,269-98-1133,AK
high risk,True,278-59-2054,AZ
high risk,False,603-75-5783,AL
normal risk,True,526-23-3339,AK
normal risk,True,192-64-5357,AR
high risk,False,718-05-9650,AK
high risk,False,806-97-9868,AK
high risk,False,236-46-6405,AZ
high risk,False,676-75-6974,AK
normal risk,False,884-41-3293,AL
normal risk,False,355-68-7682,AZ
normal risk,False,214-70-5731,AR
normal risk,True,759-99-7893,AZ
normal risk,True,301-54-2671,AR
normal risk,True,364-93-1537,AR
high risk,False,892-39-5575,AZ
high risk,False,858-85-4283,AR
high risk,False,292-25-0788,AL
normal risk,False,857-18-9538,AL
high risk,False,869-93-9643,AK
high risk,False,416-06-1437,AZ
normal risk,False,451-23-3335,AZ
normal risk,False,004-61-0177,AZ
high risk,False,640-81-8294,AL
high risk,False,468-41-3888,AZ
high risk,False,808-60-3892,AR
high risk,True,095-75-0168,AL
high risk,True,058-27-5729,AZ
normal risk,False,372-92-9512,AL
normal risk,True,866-55-8134,AR
high risk,False,685-15-9059,AZ
high risk,False,350-86-9393,AL
high risk,False,889-70-4598,AZ
high risk,False,044-34-8719,AZ
high risk,False,251-34-5214,AK
normal risk,False,172-12-7896,AK
normal risk,False,421-85-7305,AR
high risk,False,334-75-8024,AL
high risk,True,115-80-3495,AZ
normal risk,False,724-25-9868,AR
normal risk,True,274-32-4520,AR
normal risk,True,141-79-0925,AL
high risk,False,702-15-3644,AR
high risk,False,098-54-1319,AL
high risk,False,100-63-8710,AK
high risk,False,722-86-9316,AZ
high risk,True,553-15-2070,AK
high risk,False,415-55-1980,AK
high risk,False,621-71-5695,AZ
normal risk,False,791-65-4187,AL
normal risk,False,259-50-2327,AZ
high risk,False,076-47-0712,AK
high risk,False,767-66-0007,AZ
high risk,False,230-76-0367,AZ
high risk,False,785-19-6310,AR
high risk,False,642-66-7588,AL
high risk,False,568-61-5149,AZ
normal risk,False,120-86-0239,AZ
high risk,False,585-10-8184,AK
high risk,False,743-71-8102,AR
high risk,False,802-95-7894,AL
high risk,False,896-86-4486,AL
normal risk,False,546-40-5807,AZ
high risk,False,712-33-4094,AZ
normal risk,True,527-11-6233,AL
high risk,False,380-53-5221,AK
normal risk,False,394-39-4556,AR
high risk,False,180-24-4080,AK
high risk,False,237-52-0077,AK
normal risk,False,154-83-2395,AZ
high risk,True,836-08-9405,AK
normal risk,False,523-96-9900,AK
high risk,False,750-20-8088,AK
normal risk,True,023-39-0430,AL
high risk,True,734-51-1198,AR
normal risk,False,895-03-0514,AK
normal risk,False,658-51-4636,AL
normal risk,False,159-31-1201,AK
normal risk,True,168-41-7850,AZ
high risk,False,230-71-8735,AK
high risk,False,714-18-7170,AR
high risk,False,782-77-1220,AK
high risk,False,589-19-4840,AL
high risk,False,882-76-7294,AZ
high risk,False,206-81-9438,AZ
high risk,False,126-25-2363,AL
normal risk,True,638-79-7436,AR
high risk,True,140-64-2219,AZ
high risk,False,507-58-6158,AK
high risk,False,596-12-8954,AL
normal risk,False,167-69-5878,AR
high risk,False,594-26-4415,AL
normal risk,False,185-03-6738,AZ
normal risk,False,390-54-0262,AZ
high risk,False,842-17-5872,AL
high risk,False,456-57-1890,AZ
high risk,False,404-34-6694,AR
high risk,False,366-29-8913,AZ
high risk,True,256-01-2768,AZ
high risk,False,737-73-6815,AZ
normal risk,False,031-71-4685,AZ
high risk,False,056-47-5211,AL
high risk,False,862-52-7859,AR
normal risk,False,609-20-8560,AR
high risk,False,120-13-0700,AK
high risk,False,206-53-5192,AK
high risk,True,641-99-1049,AR
high risk,True,517-93-2853,AZ
high risk,False,425-02-4688,AZ
high risk,False,111-05-3645,AL
high risk,False,484-52-9150,AK
high risk,False,507-47-6632,AL
high risk,False,324-73-9494,AR
normal risk,False,477-14-6856,AK
high risk,False,463-37-3327,AL
high risk,True,667-01-0810,AL
high risk,False,580-20-5065,AR
high risk,False,245-70-7089,AR
high risk,False,614-14-9832,AR
normal risk,False,870-81-9155,AR
normal risk,True,245-52-6126,AK
normal risk,False,017-31-3457,AL
normal risk,False,275-85-0790,AR
high risk,True,539-83-8524,AL
normal risk,True,148-19-5503,AL
high risk,True,404-14-7049,AZ
normal risk,False,102-60-9364,AK
high risk,False,760-66-7911,AZ
normal risk,True,833-83-6485,AK
normal risk,False,112-09-8590,AK
high risk,True,100-37-7877,AK
high risk,False,078-90-5098,AZ
high risk,False,449-73-5488,AR
normal risk,False,688-35-7091,AZ
high risk,True,593-07-3337,AK
high risk,False,282-55-8957,AZ
high risk,False,392-36-2576,AR
high risk,False,012-39-0062,AL
high risk,False,563-92-3182,AK
normal risk,False,481-22-0493,AZ
normal risk,False,025-16-7839,AZ
normal risk,False,121-32-5491,AZ
high risk,False,290-16-1488,AR
high risk,True,702-96-9316,AZ
normal risk,False,207-43-5372,AK
normal risk,False,758-03-7165,AL
normal risk,False,618-12-0476,AR
high risk,False,514-96-9265,AZ
high risk,False,283-06-1511,AR
high risk,False,730-34-7722,AK
high risk,False,084-77-1697,AR
high risk,True,326-69-1956,AK
high risk,False,791-38-5234,AR
normal risk,False,505-67-1049,AK
high risk,False,260-77-0063,AK
high risk,False,716-59-9373,AK
high risk,False,048-96-3606,AZ
high risk,True,435-61-7348,AL
high risk,True,679-39-4560,AR
high risk,False,430-18-9000,AR
high risk,False,209-74-8675,AL
high risk,True,422-24-7610,AR
high risk,False,458-34-0031,AR
high risk,False,404-40-0868,AK
high risk,True,097-10-1398,AZ
high risk,True,898-35-8625,AR
normal risk,True,484-77-3279,AZ
high risk,False,328-48-3174,AL
normal risk,False,314-17-0966,AZ
high risk,True,388-69-3591,AZ
high risk,False,462-96-3348,AZ
high risk,False,742-64-6360,AR
normal risk,True,116-13-6736,AK
high risk,False,248-76-3961,AK
normal risk,False,845-88-5858,AK
high risk,False,679-38-4350,AL
high risk,False,622-60-0716,AR
normal risk,True,059-08-7189,AR
normal risk,False,318-34-2707,AK
high risk,False,254-75-8033,AK
high risk,False,746-50-1468,AR
high risk,True,665-96-7384,AR
high risk,True,365-86-7002,AL
high risk,False,082-21-7372,AZ
high risk,False,157-18-8335,AK
high risk,True,025-03-6910,AK
high risk,False,723-32-6088,AR
high risk,True,175-38-7765,AR
high risk,False,660-28-3715,AL
high risk,False,815-20-6631,AZ
high risk,True,037-10-1296,AZ
normal risk,True,042-80-4673,AK
high risk,False,330-02-0246,AK
high risk,False,607-82-2099,AL
high risk,False,426-62-7245,AL
high risk,False,316-38-4580,AL
high risk,False,724-93-8466,AZ
high risk,False,764-74-5406,AR
high risk,False,152-42-4554,AZ
normal risk,False,692-88-3950,AZ
high risk,False,184-55-1749,AZ
high risk,True,245-64-9572,AR
high risk,True,840-71-5252,AL
high risk,False,524-17-2480,AK
normal risk,True,822-57-1941,AK
normal risk,False,690-08-7534,AL
high risk,False,027-92-5414,AR
high risk,False,425-18-3182,AR
high risk,True,477-38-2235,AL
normal risk,False,314-15-1852,AR
high risk,False,811-33-9820,AK
normal risk,False,473-67-9327,AL
high risk,True,180-69-2537,AL
normal risk,False,369-34-6268,AZ
high risk,False,760-45-9176,AR
high risk,False,566-06-8228,AL
high risk,True,689-83-5032,AR
high risk,False,704-32-2978,AR
high risk,True,008-81-8457,AR
high risk,False,317-90-6804,AR
high risk,False,323-79-1370,AR
high risk,False,211-08-5405,AL
normal risk,True,085-74-5283,AL
normal risk,True,041-56-7718,AL
high risk,False,438-44-8716,AL
normal risk,True,396-34-4214,AZ
high risk,True,109-16-9279,AR
high risk,False,116-79-7464,AZ
normal risk,False,853-22-1184,AL
high risk,False,246-55-3691,AL
high risk,False,176-93-6601,AR
high risk,True,511-59-1673,AK
normal risk,False,270-92-0300,AL
high risk,False,385-26-8964,AK
normal risk,False,513-14-0833,AK
high risk,False,275-76-3897,AL
normal risk,False,158-67-9590,AL
normal risk,False,894-68-1461,AR
high risk,False,532-28-9090,AZ
high risk,False,877-29-6098,AK
normal risk,False,782-85-6710,AL
high risk,False,385-81-7743,AZ
normal risk,False,820-65-4979,AR
high risk,False,888-81-0851,AK
high risk,False,839-60-9776,AR
high risk,False,548-97-0504,AL
high risk,False,447-36-5072,AL
normal risk,False,070-03-1654,AK
high risk,False,247-44-3761,AK
normal risk,False,634-83-3995,AZ
high risk,False,149-46-8935,AR
normal risk,False,273-31-6209,AZ
high risk,False,258-35-6466,AZ
high risk,False,158-57-5456,AR
high risk,False,353-98-2826,AL
normal risk,False,103-93-0684,AZ
high risk,False,674-24-1476,AR
normal risk,False,873-06-1525,AR
high risk,False,376-74-2782,AK
normal risk,False,702-12-6975,AL
normal risk,True,032-58-5736,AR
high risk,True,447-37-6111,AZ
normal risk,True,789-73-6476,AL
high risk,True,869-07-7534,AR
high risk,True,583-77-4427,AL
high risk,False,530-33-6018,AK
high risk,False,044-94-5719,AL
high risk,False,292-58-5986,AZ
normal risk,False,347-34-1294,AL
high risk,False,848-94-9040,AL
high risk,False,287-52-6667,AL
high risk,True,415-10-7103,AL
normal risk,False,086-18-8811,AZ
high risk,False,153-50-1922,AL
high risk,False,647-55-2798,AK
high risk,False,744-85-0955,AL
high risk,True,737-22-2839,AR
high risk,True,616-07-5748,AK
high risk,False,511-05-8430,AZ
high risk,False,530-63-6117,AR
high risk,False,833-20-6256,AK
high risk,False,719-44-6543,AK
high risk,False,540-40-1340,AK
high risk,True,287-17-7840,AL
high risk,False,622-72-9099,AR
high risk,True,415-46-0718,AK
high risk,False,584-16-9045,AK
high risk,False,488-70-7780,AR
high risk,True,563-88-3936,AR
normal risk,True,053-05-9871,AK
high risk,True,729-07-3069,AL
high risk,False,278-41-2078,AL
high risk,False,122-84-5607,AR
high risk,False,680-23-0553,AK
high risk,True,553-79-9772,AR
high risk,False,752-59-4135,AR
normal risk,False,726-82-7265,AK
high risk,False,135-69-2537,AL
high risk,False,868-37-0334,AZ
high risk,False,132-75-1805,AZ
high risk,False,867-02-7366,AZ
normal risk,False,012-49-5823,AK
high risk,False,007-53-0885,AK
high risk,False,191-60-4565,AZ
high risk,False,527-65-9184,AZ
high risk,False,431-73-7592,AR
normal risk,True,854-48-8557,AR
normal risk,False,022-38-5508,AL
normal risk,False,427-89-5194,AK
high risk,False,418-18-5333,AR
normal risk,True,108-86-9382,AZ
high risk,False,513-74-2507,AK
normal risk,False,456-49-3624,AR
high risk,True,679-85-5999,AK
high risk,True,507-01-2837,AK
normal risk,False,261-62-4864,AZ
normal risk,True,845-08-7082,AK
high risk,True,094-48-4904,AZ
normal risk,False,579-43-9631,AZ
normal risk,True,272-17-7118,AL
high risk,False,843-55-6793,AL
normal risk,False,410-94-5781,AZ
high risk,False,147-62-2418,AR
high risk,False,423-01-7254,AR
high risk,False,553-32-1609,AK
high risk,False,188-10-3169,AK
high risk,False,443-52-7276,AL
high risk,False,204-45-8666,AL
high risk,False,178-39-7911,AK
normal risk,False,611-86-6447,AL
high risk,False,276-25-3917,AL
high risk,True,524-09-0500,AZ
high risk,False,791-84-3049,AR
high risk,False,867-23-5592,AZ
high risk,False,255-48-8608,AK
normal risk,False,648-81-2349,AL
high risk,True,283-63-6281,AZ
high risk,True,649-33-5601,AK
high risk,False,444-35-9928,AL
high risk,False,274-35-3846,AR
normal risk,False,830-34-0008,AK
normal risk,False,772-43-1654,AK
high risk,False,406-23-4418,AZ
high risk,False,114-87-4911,AK
high risk,False,087-69-6018,AZ
high risk,True,757-43-8997,AL
high risk,False,081-59-6216,AK
high risk,True,594-38-6780,AL
high risk,False,534-24-3784,AZ
high risk,False,848-11-9986,AK
normal risk,False,437-34-9098,AL
high risk,False,174-96-8781,AZ
high risk,False,871-24-8378,AZ
high risk,False,205-85-6714,AZ
high risk,False,237-69-5125,AZ
high risk,True,476-98-7074,AZ
high risk,False,686-23-6205,AZ
high risk,False,014-23-9966,AR
high risk,False,139-40-6947,AL
high risk,True,328-82-7633,AL
high risk,True,548-32-4611,AR
high risk,True,260-04-0468,AZ
high risk,False,231-85-9132,AZ
high risk,False,166-09-9639,AK
normal risk,False,341-97-3328,AK
high risk,False,675-99-6444,AK
high risk,True,290-40-1804,AK
normal risk,False,398-31-8448,AZ
high risk,True,766-88-9031,AR
high risk,False,180-70-8723,AZ
normal risk,False,521-67-0012,AK
high risk,False,711-14-1255,AL
high risk,False,287-11-4214,AR
high risk,True,545-84-4872,AR
normal risk,False,110-46-7755,AK
high risk,True,251-12-5953,AR
normal risk,False,271-64-3942,AK
high risk,True,392-74-5371,AZ
high risk,False,821-69-5210,AK
high risk,False,373-98-0649,AR
high risk,False,278-71-4187,AK
normal risk,False,303-40-9575,AL
normal risk,False,536-50-9544,AL
high risk,True,472-56-9465,AR
high risk,False,729-90-6484,AZ
high risk,False,161-96-8264,AR
normal risk,False,285-44-8027,AR
normal risk,False,160-68-8611,AZ
high risk,True,189-53-8602,AR
high risk,False,310-11-5625,AL
normal risk,False,150-34-3515,AK
high risk,True,469-41-5466,AR
high risk,False,151-52-8236,AL
normal risk,False,051-61-9799,AZ
high risk,False,564-84-6180,AK
high risk,False,097-38-7326,AL
normal risk,False,486-81-9656,AZ
normal risk,False,663-49-3659,AL
normal risk,True,402-24-5238,AK
normal risk,False,024-36-4062,AL
normal risk,True,477-83-4383,AK
high risk,False,287-85-9448,AK
normal risk,False,504-68-8471,AR
high risk,True,865-31-5130,AL
high risk,False,480-04-4491,AL
high risk,False,323-23-5832,AK
high risk,False,133-13-9045,AK
high risk,False,546-60-0373,AL
high risk,True,109-95-5012,AR
high risk,False,226-15-6546,AK
high risk,False,427-86-5605,AK
high risk,False,631-45-8380,AZ
high risk,False,888-62-4711,AR
high risk,False,847-04-7616,AL
high risk,False,532-78-9558,AL
normal risk,False,697-57-5731,AR
normal risk,True,619-77-1189,AK
normal risk,False,068-30-7989,AK
normal risk,False,434-96-9635,AR
normal risk,False,155-87-3340,AR
high risk,False,278-95-8817,AR
high risk,False,420-41-2730,AZ
high risk,True,171-39-7941,AR
high risk,True,515-26-7436,AR
high risk,False,507-62-6879,AR
high risk,False,213-23-5682,AZ
high risk,True,167-10-5789,AL
normal risk,False,064-57-3908,AL
high risk,False,436-92-6795,AK
normal risk,False,654-08-8781,AL
normal risk,False,255-31-7431,AK
normal risk,True,233-06-6975,AL
normal risk,False,478-86-3554,AR
normal risk,False,530-04-4865,AR
high risk,False,727-72-1285,AK
normal risk,False,153-85-2352,AK
high risk,False,102-92-5936,AZ
normal risk,False,048-46-9824,AZ
high risk,True,024-08-7525,AL
high risk,False,880-69-9335,AK
normal risk,True,434-82-2758,AR
high risk,False,574-09-9778,AL
high risk,False,630-84-7096,AL
normal risk,False,583-23-1626,AK
high risk,False,416-78-8217,AK
normal risk,True,667-81-0309,AZ
high risk,False,246-02-8167,AK
normal risk,True,318-78-2065,AK
high risk,True,160-60-2519,AK
normal risk,True,667-15-6145,AR
